idCode,itemCode,koreanName,Update,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
Y1,A3,스텐볼트,2022-02-13,standard,10,12,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,100,110,120,130,140,150,160,170,180,190,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2,A3,스텐볼트,2022-02-13,M3,40,40,42,47,54,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y3,A3,스텐볼트,2022-02-13,M4,34,34,39,39,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y4,A3,스텐볼트,2022-02-13,M5,48,48,51,55,62,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5,A3,스텐볼트,2022-02-13,M6,54,54,60,63,67,73,81,88,96,106,114,123,140,143,147,154,,173,189,316,349,391,426,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y6,A3,스텐볼트,2022-02-13,M8,,,103,114,127,141,158,173,187,202,219,233,248,262,277,291,,322,355,386,432,465,496,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y7,A3,스텐볼트,2022-02-13,M10,,,192,192,208,229,250,271,292,315,335,359,377,405,425,444,,488,537,585,634,673,714,788,1110,1165,1261,1320,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y8,A3,스텐볼트,2022-02-13,M12,,,,312,312,339,366,396,432,458,488,521,555,585,615,645,,706,779,840,904,964,1025,1092,1515,1603,1697,1811,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y9,A3,스텐볼트,2022-02-13,M14,,,,,487,535,579,623,670,729,740,807,831,899,916,982,,1043,1128,1209,1291,1381,1468,1550,2290,2403,2528,2641,2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y10,A3,스텐볼트,2022-02-13,M16,,,,,625,671,715,775,832,877,941,1001,1052,1106,1168,1221,,1330,1487,1661,1786,1903,2037,2137,2253,2370,2503,2620,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y11,A3,스텐볼트,2022-02-13,M18,,,,,,1287,1287,1287,1341,1395,1494,1566,1645,1719,1796,1891,,2039,2184,2849,2988,3236,3422,3692,4729,4980,5227,5496,5727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y12,A3,스텐볼트,2022-02-13,M20,,,,,,,,1503,1536,1600,1686,1786,1887,1986,2070,2170,2269,2354,2537,2720,2903,3071,3254,3455,3672,3839,4006,4189,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y13,A3,스텐볼트,2022-02-13,M22,,,,,,,,,,2240,2351,2479,2552,2736,2864,3012,3122,3250,3506,3763,4021,4277,4498,4736,5282,5550,5831,6175,6321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y14,A3,스텐볼트,2022-02-13,M24,,,,,,,,,,,3524,3591,3659,3746,3905,4065,4245,4406,3922,4189,4424,4674,4973,5208,5525,5925,6041,6510,6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y15,A4,스텐볼트 인치,2022-02-13,standard,1_2,5_8,3_4,1,1 1_4,1 1_2,2,2 1_2,3,3 1_2,4,4 1_2,5,6,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y16,A4,스텐볼트 인치,2022-02-13,1_4,70,72,75,87,102,108,134,168,207,316,339,453,453,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y17,A4,스텐볼트 인치,2022-02-13,5_16,,,129,147,164,182,221,260,322,384,430,556,556,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y18,A4,스텐볼트 인치,2022-02-13,3_8,,,170,194,217,240,284,344,400,463,516,650,650,788,1022,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y19,A4,스텐볼트 인치,2022-02-13,1_2,,,,386,432,469,560,654,761,874,951,1210,1210,1424,1762,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y20,A4,스텐볼트 인치,2022-02-13,5_8,,,,857,913,984,1095,1244,1421,1599,1617,2074,2074,2350,2851,3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y21,A4,스텐볼트 인치,2022-02-13,3_4,,,,,,1632,1833,2041,2170,2510,2700,3411,3411,3905,4645,5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y22,A4,스텐볼트 인치,2022-02-13,7_8,,,,,,,3252,3338,3695,4165,4871,5463,5463,6249,7564,8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y23,A4,스텐볼트 인치,2022-02-13,1,,,,,,,,4651,4867,5429,5979,7146,7199,8300,9759,11046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y24,A1,일반볼트,2022-02-13,standard,10,12,15,20,25,30,35,40,45,50,55,60,65,70,75,80,90,100,110,120,130,140,150,160,170,180,190,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y25,A1,일반볼트,2022-02-13,M6,24,24,24,24,24,28,31,33,36,41,43,54,58,66,69,72,79,86,157,172,186,193,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y26,A1,일반볼트,2022-02-13,M8,,,41,43,48,54,56,59,65,69,76,83,91,92,99,112,116,132,150,170,187,195,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y27,A1,일반볼트,2022-02-13,M10,,,76,80,82,89,96,106,115,121,130,137,144,152,161,169,185,203,216,232,252,271,281,408,464,528,603,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y28,A1,일반볼트,2022-02-13,M12,,,,109,117,130,139,152,163,174,185,199,209,220,232,242,267,289,314,335,357,384,404,505,538,564,603,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y29,A1,일반볼트,2022-02-13,M14,,,,,215,216,240,252,267,281,291,312,326,339,361,374,411,447,545,594,627,644,660,1122,1155,1188,1238,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y30,A1,일반볼트,2022-02-13,M16,,,,,252,261,281,291,310,332,351,374,394,419,439,464,501,544,587,630,675,720,761,854,895,918,957,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y31,A1,일반볼트,2022-02-13,M18,,,,,,,,525,540,567,593,612,638,653,679,698,749,792,837,883,924,969,1020,1316,1377,1449,1511,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32,A1,일반볼트,2022-02-13,M20,,,,,,,,554,577,595,614,640,679,710,739,776,846,915,983,1051,1115,1186,1242,1316,1377,1449,1511,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y33,A1,일반볼트,2022-02-13,M22,,,,,,,,,,786,809,835,860,881,920,956,1047,1131,1213,1297,1381,1461,1542,1628,1718,1792,1872,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y34,A1,일반볼트,2022-02-13,M24,,,,,,,,,,1006,1006,1022,1057,1090,1131,1178,1279,1375,1472,1572,1661,1763,1862,1968,2055,2157,2252,2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y35,A2,일반볼트 인치,2022-02-13,standard,1_2,5_8,3_4,1,1 1_4,1 1_2,2,2 1_2,3,3 1_2,4,4 1_2,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y36,A2,일반볼트 인치,2022-02-13,1_4,27,27,29,35,39,41,50,62,60,87,104,,176,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y37,A2,일반볼트 인치,2022-02-13,5_16,41,41,41,45,51,56,66,83,98,110,134,194,194,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y38,A2,일반볼트 인치,2022-02-13,3_8,,54,57,60,69,78,92,116,134,153,176,215,215,261,435,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y39,A2,일반볼트 인치,2022-02-13,1_2,,,,180,200,210,233,344,353,372,387,447,467,540,852,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y40,A2,일반볼트 인치,2022-02-13,5_8,,,,305,327,339,402,459,524,507,651,765,779,908,1482,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y41,A2,일반볼트 인치,2022-02-13,3_4,,,,,,575,612,675,774,869,960,1050,1154,1335,1499,2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y42,A2,일반볼트 인치,2022-02-13,7_8,,,,,,,960,1040,1133,1244,1374,1542,1640,1899,2180,2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y43,A2,일반볼트 인치,2022-02-13,1,,,,,,,1299,1500,1610,1761,1950,2100,2288,2640,3150,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y44,A20,CM렌치,2022-02-13,standard,6,8,10,12,15,20,25,30,35,40,45,50,55,60,65,70,75,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,,,,,,,,,,,,,,,,
Y45,A20,CM렌치,2022-02-13,M3,14,14,14,14,15,17,20,23,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y46,A20,CM렌치,2022-02-13,M4,14,14,14,14,17,21,23,26,30,33,37,47,60,72,99,126,153,170,220,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47,A20,CM렌치,2022-02-13,M5,15,15,18,19,21,23,26,32,33,38,42,47,61,61,75,75,98,98,117,141,198,216,238,289,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y48,A20,CM렌치,2022-02-13,M6,,20,21,22,28,30,33,38,45,51,54,58,66,71,85,85,105,105,124,150,177,198,316,379,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y49,A20,CM렌치,2022-02-13,M8,,,40,40,46,52,58,66,73,82,91,98,106,117,125,138,157,157,167,195,325,384,442,460,505,851,902,977,1012,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y50,A20,CM렌치,2022-02-13,M10,,,,,87,92,99,112,120,131,143,157,167,181,191,208,217,234,261,287,328,372,392,414,438,541,610,667,690,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y51,A20,CM렌치,2022-02-13,M12,,,,,,139,143,160,169,184,202,217,241,261,272,294,305,328,348,392,438,458,502,541,558,749,834,938,994,1064,1332,1426,1455,1528,1637,,,,,,,,,,,,,,,,,,,,,,,,,,
Y52,A20,CM렌치,2022-02-13,M14,,,,,,,,245,256,278,298,320,342,374,394,414,453,477,523,576,646,679,725,769,819,1064,1753,1789,2110,2153,2010,2010,2010,2145,2173,2581,2735,2848,3154,3215,,,,,,,,,,,,,,,,,,,,,
Y53,A20,CM렌치,2022-02-13,M16,,,,,,,315,324,339,361,392,425,447,480,524,558,580,613,679,721,786,852,918,962,1071,1137,1246,1378,1534,1648,2433,2487,2593,2700,2871,3320,3447,3910,3978,4107,4140,4240,4395,4643,4894,,,,,,,,,,,,,,,,
Y54,A20,CM렌치,2022-02-13,M18,,,,,,,,,,,,875,922,965,1022,1071,1119,1169,1256,1347,1457,1566,1889,2014,2148,2335,2536,2797,3046,3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y55,A20,CM렌치,2022-02-13,M20,,,,,,,,,,693,719,743,783,806,828,883,917,969,1081,1166,1251,1333,1455,1581,1664,1743,2154,2186,2218,2345,2612,2780,2997,3052,3256,3630,3738,4160,4740,5951,7298,7534,7765,7999,8231,,,,,,,,,,,,,,,,
Y56,A20,CM렌치,2022-02-13,M22,,,,,,,,,,,,,,1285,1345,1412,1485,1562,1696,1822,1981,2093,2235,2345,2504,2614,2788,2996,3185,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y57,A20,CM렌치,2022-02-13,M24,,,,,,,,,,,,1445,1445,1445,1499,1556,1633,1711,1885,2044,2186,2313,2519,2678,2837,2996,3170,3359,3772,3993,3895,4056,4217,4377,4537,4699,4814,5019,5179,5339,9938,10210,10404,10831,11259,,,,,,,,,,,,,,,,
Y58,A20,CM렌치,2022-02-13,M30,,,,,,,,,,,,2772,,2772,,2772,,3035,3239,3473,3721,3939,4172,4421,4669,4888,5179,5339,5558,5778,6171,6419,6711,7002,7149,8025,8316,8607,9046,9337,9630,9921,10213,10504,10797,,,,,,,,,,,,,,,,
Y59,A20,CM렌치,2022-02-13,M36,,,,,,,,,,,,4800,,4800,,4800,,4800,5165,5515,5880,6229,6594,6944,7309,7674,8025,8388,8740,9104,9454,9819,10184,10577,10899,11248,11629,12109,12402,12765,13276,13569,14006,14297,14881,,,,,,,,,,,,,,,,
Y60,A24,CM접시렌치,2022-02-13,standard,6,8,10,12,16,20,25,30,35,40,45,50,55,60,65,70,75,80,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y61,A24,CM접시렌치,2022-02-13,M3,8,8,8,9,12,14,15,16,23,25,31,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y62,A24,CM접시렌치,2022-02-13,M4,13,9,10,12,15,14,16,18,25,27,32,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y63,A24,CM접시렌치,2022-02-13,M5,,11,12,14,18,18,20,23,27,29,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y64,A24,CM접시렌치,2022-02-13,M6,,17,18,19,20,22,28,32,35,39,48,55,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y65,A24,CM접시렌치,2022-02-13,M8,,,,36,38,41,48,54,61,68,78,90,150,180,192,216,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y66,A24,CM접시렌치,2022-02-13,M10,,,,,64,79,89,93,112,122,134,152,255,269,282,312,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y67,A24,CM접시렌치,2022-02-13,M12,,,,,,108,128,144,159,172,182,201,229,241,252,276,,499,531,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y68,A24,CM접시렌치,2022-02-13,M16,,,,,,,,278,308,329,358,396,417,451,524,678,,841,900,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y69,A24,CM접시렌치,2022-02-13,M20,,,,,,,,,,979,1094,1094,1212,1212,1327,1327,1460,1460,1559,1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y70,A23,CM둥근렌치,2022-02-13,standard,5,6,8,10,12,16,20,25,30,35,40,45,50,55,60,65,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y71,A23,CM둥근렌치,2022-02-13,M3,,9,9,9,10,13,15,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y72,A23,CM둥근렌치,2022-02-13,M4,9,9,10,10,12,15,16,17,18,25,28,68,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y73,A23,CM둥근렌치,2022-02-13,M5,,12,12,13,14,16,18,20,23,25,29,32,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y74,A23,CM둥근렌치,2022-02-13,M6,,,18,18,18,21,23,27,30,32,38,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y75,A23,CM둥근렌치,2022-02-13,M8,,,,,39,43,47,52,57,63,68,77,84,139,161,168,181,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y76,A23,CM둥근렌치,2022-02-13,M10,,,,,,,110,127,140,148,163,174,182,208,219,230,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y77,A23,CM둥근렌치,2022-02-13,M12,,,,,,,187,189,203,225,238,250,272,303,319,340,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y78,A21,STS렌치,2022-02-13,standard,2,3,4,5,6,8,10,12,15,20,25,30,35,40,45,50,55,60,65,70,75,80,90,100,110,120,130,140,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y79,A21,STS렌치,2022-02-13,M1.6,358,286,286,286,286,358,429,501,715,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y80,A21,STS렌치,2022-02-13,M2,143,30,30,30,30,31,33,36,37,39,44,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y81,A21,STS렌치,2022-02-13,M2.5,,30,30,30,30,31,33,36,37,39,44,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y82,A21,STS렌치,2022-02-13,M3,,54,11,11,11,12,13,14,16,19,25,29,34,36,40,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y83,A21,STS렌치,2022-02-13,M4,,,,,17,19,20,21,24,27,33,37,41,47,53,60,77,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y84,A21,STS렌치,2022-02-13,M5,,,,,,26,27,30,33,39,46,50,57,63,69,77,223,235,283,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y85,A21,STS렌치,2022-02-13,M6,,,,,,43,41,46,49,57,64,72,77,86,92,106,130,120,147,136,169,162,180,200,229,245,265,277,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y86,A21,STS렌치,2022-02-13,M8,,,,,,,158,93,102,114,129,143,157,167,186,200,222,236,250,265,317,147,320,345,390,429,448,478,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y87,A21,STS렌치,2022-02-13,M10,,,,,,,,,186,200,216,236,257,286,300,329,343,386,400,415,443,472,508,572,615,658,715,758,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y88,A21,STS렌치,2022-02-13,M12,,,,,,,,,,273,300,329,372,396,429,458,486,515,572,615,636,672,744,787,858,930,972,1058,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y89,A21,STS렌치,2022-02-13,M14,,,,,,,,,,,543,523,572,615,644,686,787,787,901,901,987,1073,1144,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y90,A21,STS렌치,2022-02-13,M16,,,,,,,,,,,,815,844,758,815,858,930,987,1030,1087,1144,1258,1430,1573,1716,1931,2074,2074,2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y91,A21,STS렌치,2022-02-13,M20,,,,,,,,,,,,,,2002,1716,1788,1931,2002,2503,2145,2646,2302,2488,2646,2789,3003,3146,3346,3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y92,A25,STS접시렌치,2022-02-13,standard,6,8,10,12,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y93,A25,STS접시렌치,2022-02-13,M3,11,11,10,12,13,15,18,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y94,A25,STS접시렌치,2022-02-13,M4,13,13,15,16,19,22,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y95,A25,STS접시렌치,2022-02-13,M5,,22,24,26,29,34,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y96,A25,STS접시렌치,2022-02-13,M6,,,31,34,40,50,58,69,105,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y97,A25,STS접시렌치,2022-02-13,M8,,,65,69,82,87,99,113,125,139,156,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y98,A25,STS접시렌치,2022-02-13,M10,,,,,,137,155,172,192,208,242,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y99,A25,STS접시렌치,2022-02-13,M12,,,,,,,254,275,305,338,374,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y100,A22,STS둥근렌치,2022-02-13,standard,6,8,10,12,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y101,A22,STS둥근렌치,2022-02-13,M3,9,9,10,10,11,13,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y102,A22,STS둥근렌치,2022-02-13,M4,16,16,16,17,21,24,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y103,A22,STS둥근렌치,2022-02-13,M5,,22,24,28,31,38,45,52,70,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y104,A22,STS둥근렌치,2022-02-13,M6,,41,43,45,48,55,64,70,97,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y105,A22,STS둥근렌치,2022-02-13,M8,,,,,86,91,105,118,134,149,230,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y106,A22,STS둥근렌치,2022-02-13,M10,,,,,,148,168,191,210,232,254,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y107,A22,STS둥근렌치,2022-02-13,M12,,,,,,250,269,299,330,376,399,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y108,A27,CM무두렌치,2022-02-13,standard,3,4,5,6,8,10,12,15,16,20,25,30,35,40,45,50,55,60,65,70,75,80,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y109,A27,CM무두렌치,2022-02-13,M3,4,4,4,4,6,7,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y110,A27,CM무두렌치,2022-02-13,M4,8,4,4,4,6,7,8,12,,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y111,A27,CM무두렌치,2022-02-13,M5,,,5,5,7,8,9,13,12,18,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y112,A27,CM무두렌치,2022-02-13,M6,,,6,6,7,9,10,14,14,19,25,34,41,103,112,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y113,A27,CM무두렌치,2022-02-13,M8,,,,15,12,14,16,22,,29,39,44,57,156,171,194,194,216,233,254,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y114,A27,CM무두렌치,2022-02-13,M10,,,,,23,19,22,32,32,44,59,71,90,240,260,290,307,307,359,359,412,412,508,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
