idCode,itemCode,koreanName,Update,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
Y115,A27,CM무두렌치,2022-02-13,M12,,,,,,35,33,46,,57,78,91,116,180,229,229,447,447,526,526,601,601,742,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y116,A27,CM무두렌치,2022-02-13,M14,,,,,,,,,250,250,250,350,450,550,600,650,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y117,A27,CM무두렌치,2022-02-13,M16,,,,,,,,,200,210,220,230,250,310,450,550,773,773,856,856,988,988,1221,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y118,A27,CM무두렌치,2022-02-13,M20,,,,,,,,,,510,569,615,650,950,1000,1225,1500,1500,1800,1850,2100,2200,2600,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y119,A26,STS무두렌치,2022-02-13,standard,3,4,5,6,8,10,12,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y120,A26,STS무두렌치,2022-02-13,M3,7,6,6,7,7,9,11,16,60,85,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y121,A26,STS무두렌치,2022-02-13,M4,,7,8,9,10,12,13,17,19,60,90,95,320,380,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y122,A26,STS무두렌치,2022-02-13,M5,,,10,10,12,14,16,21,26,36,90,95,320,380,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y123,A26,STS무두렌치,2022-02-13,M6,,,,13,15,18,21,27,35,45,58,200,210,280,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y124,A26,STS무두렌치,2022-02-13,M8,,,,,23,28,35,48,62,78,92,250,300,330,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y125,A26,STS무두렌치,2022-02-13,M10,,,,,,42,50,70,91,114,141,400,450,510,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y126,A26,STS무두렌치,2022-02-13,M12,,,,,,,75,91,126,164,202,680,810,950,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y127,A26,STS무두렌치,2022-02-13,M16,,,,,,,,1100,1500,1600,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y128,A26,STS무두렌치,2022-02-13,M20,,,,,,,,,2200,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y129,A28,전산볼트,2022-02-13,standard,M5,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M27,M30,M36,M39,M42,M48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y130,A28,전산볼트,2022-02-13,STS304,3450,1380,2300,3450,4945,6900,9200,12650,14375,17825,21850,29900,36800,53475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y131,A28,전산볼트,2022-02-13,STS316,,1840,3220,4945,7475,10350,13800,16675,20125,25875,32775,44850,50600,75900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y132,A28,전산볼트,2022-02-13,S45C,,,960,1440,2100,2760,3720,4320,5880,7440,8400,11454,14400,21000,,33000,45600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y133,A28,전산볼트,2022-02-13,B7(SCM),,,3000,3960,6120,7200,8640,9600,10560,12840,19200,21000,27360,45600,63600,73200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y134,A28,전산볼트,2022-02-13,철(천연색),,660,780,1080,1680,2400,3000,3960,4680,6240,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y135,A28,전산볼트,2022-02-13,철(무도금),,540,660,1020,1620,2220,2880,3600,4440,6000,6840,8640,10200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y136,A29,전산볼트 인치,2022-02-13,standard,1_4,5_16,3_8,1_2 (12산),1_2 (13산),5_8,3_4,7_8,1,1 1_8,1 1_4,"1""1/2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y137,A29,전산볼트 인치,2022-02-13,STS304,1380,2300,3105,5520,,8625,13225,18400,26450,37375,43125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y138,A29,전산볼트 인치,2022-02-13,S45C,,,1320,2750,,3300,4950,6930,9350,13200,15400,23100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y139,A29,전산볼트 인치,2022-02-13,철(백색),720,840,780,1680,,3000,4200,6000,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y140,A29,전산볼트 인치,2022-02-13,철(무도금),684,816,756,1620,,2820,4080,5760,7680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y141,A30,각산볼트,2022-02-13,standard,1_2,5_8,3_4,7_8,1,M30,1 1_4,M36,1 1_2,2,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y142,A30,각산볼트,2022-02-13,철,2880,3744,4608,6480,6768,10224,12960,18720,18720,36000,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y143,A30,각산볼트,2022-02-13,스텐,,9800,14000,,23800,36400,40600,,56000,196000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y144,A31,레그스크류 일반,2022-02-13,standard,1 1_2,2,2 1_2,3,3 1_2,4,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y145,A31,레그스크류 일반,2022-02-13,1_4,26,34,42,44,55,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y146,A31,레그스크류 일반,2022-02-13,5_16,42,52,61,74,83,94,113,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y147,A31,레그스크류 일반,2022-02-13,3_8,60,74,90,104,121,135,168,199,231,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y148,A31,레그스크류 일반,2022-02-13,1_2,,150,178,208,233,261,326,374,432,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y149,A86,각산너트,2022-02-13,standard,1_2,5_8,3_4,7_8,1,M30,1 1_4,M36,1 1_2,2,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y150,A86,각산너트,2022-02-13,너트(철),,864,1440,2160,2880,4320,5040,7920,9360,17280,43200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y151,A86,각산너트,2022-02-13,너트(스텐),,5040,6720,,8400,14280,16800,,28560,67200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y152,A32,레그스크류 스텐,2022-02-13,standard,1 1_2,2,2 1_2,3,3 1_2,4,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y153,A32,레그스크류 스텐,2022-02-13,1_4,104,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y154,A32,레그스크류 스텐,2022-02-13,5_16,,196,239,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y155,A32,레그스크류 스텐,2022-02-13,3_8,,,350,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y156,A32,레그스크류 스텐,2022-02-13,1_2,,,,,,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y157,A33,아이볼트,2022-02-13,standard,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M27,M30,M36,M42,M48,3_8,1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y158,A33,아이볼트,2022-02-13,철,300,350,400,600,1000,1300,1500,1500,3000,3500,,6000,9500,23000,49000,400,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y159,A33,아이볼트,2022-02-13,304,550,600,1100,1700,3500,3500,6000,6500,12000,13000,,39000,70000,110000,155000,1100,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y160,A34,아이너트,2022-02-13,standard,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M27,M30,M36,M42,M48,3_8,1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y161,A34,아이너트,2022-02-13,철,310,360,430,650,1100,1500,1600,1700,3300,3800,,7200,11500,24000,50000,450,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y162,A34,아이너트,2022-02-13,304,600,650,1200,1800,3600,3600,6000,6500,12000,13000,,39000,70000,110000,155000,1100,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y163,A35,경첩볼트 일반,2022-02-13,standard,40,50,60,70,80,90,100,120,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y164,A35,경첩볼트 일반,2022-02-13,M8,320,320,330,360,430,500,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y165,A35,경첩볼트 일반,2022-02-13,M10,340,350,400,430,450,500,540,570,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y166,A35,경첩볼트 일반,2022-02-13,M12,,450,500,580,600,650,700,750,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y167,A35,경첩볼트 일반,2022-02-13,M16,,,,850,900,950,1100,1300,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y168,A35,경첩볼트 일반,2022-02-13,M20,,,,,1500,1600,1700,1850,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y169,A36,경첩볼트 스텐,2022-02-13,standard,40,50,60,70,80,90,100,120,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y170,A36,경첩볼트 스텐,2022-02-13,M8,960,1000,1100,1200,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y171,A36,경첩볼트 스텐,2022-02-13,M10,970,1100,1200,1300,1400,1500,1600,1800,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y172,A36,경첩볼트 스텐,2022-02-13,M12,1600,1650,1650,1700,1800,1900,2100,2500,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y173,A36,경첩볼트 스텐,2022-02-13,M16,,,,2700,3200,3500,4000,4500,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y174,A36,경첩볼트 스텐,2022-02-13,M20,,,,,5200,5500,6000,6300,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y175,A37,근각볼트 일반,2022-02-13,standard,12,20,25,30,40,50,60,75,90,100,125,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y176,A37,근각볼트 일반,2022-02-13,1_4(6),17,20,25,28,30,40,55,60,65,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y177,A37,근각볼트 일반,2022-02-13,5_16(8),,30,35,40,45,53,65,80,95,110,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y178,A37,근각볼트 일반,2022-02-13,3_8(9),,30,35,50,60,70,80,95,120,140,170,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y179,A37,근각볼트 일반,2022-02-13,M10,,60,70,80,85,95,110,130,140,160,190,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y180,A37,근각볼트 일반,2022-02-13,1_2(12),,,,130,150,160,170,200,230,260,280,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y181,A38,근각볼트 스텐,2022-02-13,,12,20,25,30,40,50,60,75,90,100,125,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y182,A38,근각볼트 스텐,2022-02-13,1_4(6),68,80,100,112,120,160,220,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y183,A38,근각볼트 스텐,2022-02-13,5_16(8),,120,140,160,180,212,260,320,380,440,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y184,A38,근각볼트 스텐,2022-02-13,3_8(9),,100,110,150,200,230,300,350,450,500,600,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y185,A38,근각볼트 스텐,2022-02-13,M10,,180,200,230,300,350,500,600,650,800,1000,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y186,A38,근각볼트 스텐,2022-02-13,1_2(12),,,,,,750,800,900,1100,1300,1500,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y187,A5,콜라볼트(국산),2022-02-13,standard,12,16,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,480,500,510,520,530,550,580,600
Y188,A5,콜라볼트(국산),2022-02-13,M6,25,24,27,30,35,35,42,47,56,57,66,68,76,81,85,,97,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y189,A5,콜라볼트(국산),2022-02-13,M8,62,51,53,57,61,71,79,87,92,96,111,122,127,134,145,151,159,178,225,242,260,280,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y190,A5,콜라볼트(국산),2022-02-13,M10,,86,86,93,100,109,123,131,143,155,162,174,186,197,206,229,240,269,327,351,382,396,427,540,570,602,694,745,689,722,774,806,845,,,1054,,1118,,,,,,,,,,,,,,,,,,,,,,,
Y191,A5,콜라볼트(국산),2022-02-13,M12,,302,139,139,147,158,173,188,204,217,235,248,259,281,295,307,327,353,391,418,448,483,516,667,697,732,766,855,819,858,884,949,1014,1040,,1235,,1287,,,,,,,,,,,,,,,,,,,,,,,
Y192,A5,콜라볼트(국산),2022-02-13,M14,,,,213,230,242,259,282,313,338,364,380,405,427,446,446,484,535,580,635,670,710,755,891,934,988,1045,1094,1422,1496,1566,1639,1705,,,1922,,2058,,,,,,,,,,,,,,,,,,,,,,,
Y193,A5,콜라볼트(국산),2022-02-13,M16,,,,281,281,308,327,351,382,409,429,451,475,508,539,543,591,642,700,753,793,845,897,934,988,1039,1096,1150,1403,1468,1576,1625,1664,2072,2072,2072,2197,2197,,,,,,,,,,,,,,,,,,,,,,,
Y194,A5,콜라볼트(국산),2022-02-13,M18,,,,,,,502,539,570,598,629,667,699,726,745,,827,889,984,1051,1121,1230,1342,1547,1620,1709,1947,2068,1976,2080,2145,2249,2340,2470,2535,2600,2814,2814,,,3263,,3634,,,,,5792,,,,,10938,,12112,,,,,,
Y195,A5,콜라볼트(국산),2022-02-13,M20,,,,,,,555,581,625,672,721,752,796,853,878,878,956,1039,1150,1239,1283,1372,1485,1530,1618,1703,1789,1875,1742,1885,1963,2145,2210,2340,2470,2535,2600,2665,2860,3250,3640,3900,4030,7776,7776,7776,7776,7776,,,,,8697,,9621,,,,,,
Y196,A5,콜라볼트(국산),2022-02-13,M22,,,,,,,,935,840,856,904,972,1026,1079,1139,1139,1229,1321,1463,1575,1640,1758,1871,1975,2061,2167,2270,2463,2275,2405,2483,2574,2665,2860,2990,3250,3315,3380,,,4420,,4550,,,,,8862,,,,,13522,,14957,,,,,,
Y197,A5,콜라볼트(국산),2022-02-13,M24,,,,,,,1214,1214,1072,1112,1127,1169,1214,1307,1361,1399,1516,1668,1791,1913,2003,2101,2249,2392,2495,2612,2721,2852,2730,2860,2925,2990,3120,,,3510,4467,3770,,,,,4940,,,,,8450,,,,,9490,,10400,,,,,,
Y198,A5,콜라볼트(국산),2022-02-13,M27,,,,,,,,,,,1943,1973,1973,2004,2095,2171,2201,2429,2657,2766,2899,3097,3203,3537,3719,3841,4008,4235,4030,4160,4290,4446,4629,5460,5551,5850,5915,5980,,,7189,,7995,,,,,10400,,,,,11570,,13000,,,,,,
Y199,A5,콜라볼트(국산),2022-02-13,M30,,,,,,,,,,,2429,2429,2429,2429,2505,2641,2641,2839,3112,3264,3431,3598,3795,4250,4326,4554,4751,5009,4680,4875,5031,5200,5408,,5850,5980,6240,6500,,,7800,,8710,,,,,11700,,,,,13650,,14300,,,,,,
Y200,A5,콜라볼트(국산),2022-02-13,M33,,,,,,,,,,,,,,,3340,3552,3491,3871,4068,4250,4554,4706,5161,5389,6072,6224,6376,6527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y201,A5,콜라볼트(국산),2022-02-13,M36,,,,,,,,,,,,,,,4099,4220,4326,4402,4706,4782,5032,5313,5465,6026,6300,6527,6801,7135,8545,8651,8756,9021,9021,11661,11661,11661,,12215,,,13770,,14466,,,16111,,16111,,,,,18124,,19956,,,,,,
Y202,A6,콜라볼트 인치(국산),2022-02-13,standard,1_2,5_8,3_4,1,1 1_4,1 1_2,2,2 1_2,3,3 1_2,4,4 1_2,5,6,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y203,A6,콜라볼트 인치(국산),2022-02-13,1_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y204,A6,콜라볼트 인치(국산),2022-02-13,5_16,,,186,199,263,263,298,352,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y205,A6,콜라볼트 인치(국산),2022-02-13,3_8,,,181,199,263,263,298,352,390,497,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y206,A6,콜라볼트 인치(국산),2022-02-13,1_2,,,319,336,4222,472,472,551,720,866,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y207,A6,콜라볼트 인치(국산),2022-02-13,5_8,,,,,697,697,796,930,1068,1153,1249,1495,1687,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y208,A6,콜라볼트 인치(국산),2022-02-13,3_4,,,,,,1328,1354,1495,1711,1840,19801,2218,2337,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y209,A6,콜라볼트 인치(국산),2022-02-13,7_8,,,,,,,1779,2060,2195,2373,2596,2788,3061,3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y210,A6,콜라볼트 인치(국산),2022-02-13,1,,,,,,,2899,2899,3108,3270,3588,3863,4232,4793,5917,6764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y211,A12,나일론너트,2022-02-13,standard,M3,M4,M5,M6,M8,M10,M12X1.5P,M12,M14X1.5P,M14,M16X1.5P,M16,M18,M20,M22,M24,M30,M36,1_4-20,5_16-18,3_8-16,1_2-12,5_8-11,3_4-10,7_8-9,01월 08일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y212,A12,나일론너트,2022-02-13,철,7,7,7,8,17,40,79,58,120,86,119,107,172,211,290,449,1082,2536,19,20,28,93,172,251,343,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y213,A12,나일론너트,2022-02-13,304,16,16,17,25,52,113,,163,,287,436,348,,944,1307,2396,3920,,44,55,87,203,421,1074,1888,2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y214,A12,나일론너트,2022-02-13,316,17,23,23,23,76,139,,234,,392,,465,,1307,,3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y215,A13,후렌치너트,2022-02-13,standard,M3,M4,M5,M6,M8(12),M8(13),M10(14)X1.25P,M10(14),M10(17),M12(17)X1.25P,M12(17),M12(19),5_16-18,3_8-16,1_2(17)-12,1_2(19)-12,7_16(14)(황색),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y216,A13,후렌치너트,2022-02-13,철,5,5,8,9,16,20,,24,45,53,44,66,18,22,69,79,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y217,A13,후렌치너트,2022-02-13,304,,22,23,23,35,55,,84,167,,203,269,73,90,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y218,A13,후렌치너트,2022-02-13,316,,84,39,54,100,105,,200,237,,585,653,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y219,A14,캡너트,2022-02-13,standard,M3,M4,M5,M6,M8,M10,M12,M14,M16,M20,M22,M24,M30,1_4-20,5_16-18,3_8-16,1_2-12,5_8-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y220,A14,캡너트,2022-02-13,철,21,12,15,18,44,78,119,198,231,528,634,832,,26,46,58,129,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y221,A14,캡너트,2022-02-13,304,29,29,30,52,102,197,287,614,674,1525,2614,3630,8131,73,129,161,407,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y222,A14,캡너트,2022-02-13,316,,41,45,78,160,312,440,,1133,2033,3920,5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y223,A15,나비너트,2022-02-13,standard,M3,M4,M5,M6,M8,M10,M12,1_4,5_16,3_8,1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y224,A15,나비너트,2022-02-13,철,27,29,29,34,48,75,155,34,48,73,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y225,A15,나비너트,2022-02-13,304,85,83,79,102,149,285,562,113,145,279,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y226,A17,유너트,2022-02-13,standard,M4,M5,M6,M8,M10,M12,M14,M16,M20,M24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y227,A17,유너트,2022-02-13,철,55,51,55,102,168,207,385,477,1074,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y228,A17,유너트,2022-02-13,304,219,224,230,348,798,1015,,2063,4018,7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y229,A16,신주너트,2022-02-13,standard,M3,M4,M5,M6,M8,M10,M12,M16,M20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y230,A16,신주너트,2022-02-13,신주너트,13,24,33,66,132,257,383,726,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
